credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,Credit_Category,ratio
618,Germany,Male,44,5.0,157955.83,2,0,0,139297.71,0,Bad,1.133944197646896
619,France,Female,30,7.0,70729.17,1,1,1,160948.87,0,Bad,0.439451174773703
598,Spain,Male,27,8.0,90721.52,2,1,0,109296.18,0,Bad,0.8300520658636011
689,Spain,Female,45,0.0,57784.22,1,1,0,197804.0,1,Fair,0.2921286728276476
591,France,Male,33,9.0,131765.72,1,1,0,118782.06,0,Bad,1.1093065737368084
749,Germany,Male,47,9.0,110022.74,1,0,1,135655.29,1,Good,0.8110464398402746
709,France,Female,40,9.0,131569.63,1,1,1,103970.58,0,Fair,1.2654505726523793
607,Germany,Male,61,2.0,164523.5,2,1,1,35786.76,0,Bad,4.597328732749206
650,Germany,Female,25,2.0,114330.95,1,1,1,25325.07,0,Fair,4.514536386276523
714,Spain,Male,45,0.0,124693.48,1,0,1,187194.15,0,Fair,0.666118465774705
759,Spain,Female,35,7.0,147936.42,1,1,1,106785.7,0,Good,1.3853579645963834
697,France,Female,34,2.0,126558.92,1,1,0,73334.43,0,Fair,1.7257776463251984
610,Germany,Male,57,6.0,106938.11,2,0,1,186612.47,0,Bad,0.5730491108123696
488,Germany,Female,33,4.0,140002.35,1,1,0,123613.81,0,Bad,1.1325785525096266
599,Germany,Male,46,9.0,123444.72,1,1,1,31368.08,1,Bad,3.9353610421804586
781,France,Male,32,6.0,147107.91,1,1,1,40066.95,0,Good,3.6715524890215008
645,France,Male,19,9.0,128514.84,1,0,0,175969.19,0,Bad,0.7303258030567737
597,Germany,Female,40,9.0,106756.01,2,1,0,151167.94,0,Bad,0.7062080094496227
649,Germany,Female,50,5.0,155393.32,1,1,1,87351.42,1,Fair,1.7789444063988886
630,France,Female,36,2.0,110414.48,1,1,1,48984.95,0,Bad,2.254049049759161
636,Germany,Female,37,9.0,157098.52,1,1,1,153535.27,0,Bad,1.0232080224954174
593,Germany,Female,38,5.0,85626.6,1,1,1,125079.65,0,Bad,0.684576587798255
545,Germany,Male,45,6.0,93796.42,2,1,1,162321.26,0,Bad,0.5778443316667207
583,France,Male,51,6.0,125268.03,2,1,0,165082.25,0,Bad,0.7588219205880705
681,France,Female,29,2.0,148143.84,1,1,1,52021.39,0,Fair,2.847748589570559
762,Spain,Male,29,10.0,115545.33,2,1,0,148256.43,0,Good,0.7793613403479364
644,France,Male,30,5.0,44928.88,1,1,1,10771.46,0,Bad,4.17110401004135
850,France,Male,35,3.0,162442.35,1,1,0,183566.78,0,Good,0.8849223699407922
508,Germany,Male,28,0.0,96213.82,2,1,0,147913.56,0,Bad,0.650473289940422
439,France,Female,29,6.0,156569.43,1,1,0,180598.66,0,Bad,0.8669467979441264
724,Germany,Female,48,6.0,110463.25,2,1,1,80552.11,1,Good,1.371326585982664
651,Germany,Male,26,5.0,147037.32,1,0,0,141763.26,0,Fair,1.037203292305778
523,Germany,Male,41,0.0,119276.31,1,0,0,122284.38,1,Bad,0.9754010283243043
717,France,Female,25,7.0,108664.85,2,1,0,190011.85,0,Fair,0.5718845956186417
706,Germany,Male,38,5.0,163034.82,2,1,1,135662.17,0,Fair,1.2017706925961746
518,Germany,Male,46,4.0,113625.93,1,0,0,92727.42,1,Bad,1.2253757302856048
589,Germany,Male,55,7.0,119961.48,1,1,0,65156.83,1,Bad,1.841119035410409
824,France,Male,45,3.0,129209.48,1,0,0,60151.77,0,Good,2.148057821074924
719,Germany,Female,42,5.0,137227.04,3,1,0,149097.38,1,Good,0.9203853213248953
617,Germany,Female,58,3.0,119024.75,2,1,0,35199.24,1,Bad,3.3814579519330534
651,France,Male,35,7.0,74623.5,3,1,0,129451.29,1,Fair,0.5764600723561736
637,Spain,Female,45,2.0,157929.45,1,1,1,145134.49,1,Bad,1.0881593341458673
554,France,Female,26,7.0,92606.86,2,1,0,192709.69,0,Bad,0.48055113367677565
731,Germany,Male,35,2.0,127862.93,2,1,0,139083.7,0,Good,0.9193236159233611
625,Germany,Female,37,4.0,142711.81,1,1,0,35625.41,0,Bad,4.00589944087661
663,Germany,Male,32,3.0,108586.86,1,1,1,182355.21,0,Fair,0.5954689202463698
518,Germany,Female,41,5.0,110624.99,1,1,0,89327.67,0,Bad,1.2384179504514112
686,Germany,Female,43,5.0,154846.24,2,1,1,151903.6,0,Fair,1.0193717594579719
707,France,Female,31,2.0,82787.93,2,0,0,91423.69,0,Fair,0.9055413317926676
701,Germany,Male,32,5.0,102500.34,1,0,0,106287.77,0,Fair,0.9643662671631928
620,Germany,Male,39,9.0,159492.79,1,1,0,80582.34,1,Bad,1.9792524019530833
648,Spain,Female,54,7.0,118241.02,1,1,0,172586.89,1,Bad,0.6851100915023152
479,France,Female,35,2.0,113090.4,1,1,0,195649.79,0,Bad,0.578024642909149
730,France,Female,22,9.0,65763.57,1,1,1,145792.01,0,Good,0.4510780117511241
737,Germany,Female,43,1.0,125537.38,1,1,0,138510.01,1,Good,0.9063415705478615
616,France,Male,31,3.0,94263.91,2,1,0,168895.06,0,Bad,0.5581211789142916
639,Spain,Male,29,4.0,133434.57,2,1,0,97983.44,0,Bad,1.3618073625502432
622,France,Female,38,4.0,98640.74,1,1,1,110457.99,0,Bad,0.8930158877596813
624,France,Male,26,9.0,74681.9,2,0,0,31231.35,0,Bad,2.391247896744777
676,France,Male,30,1.0,128207.23,1,1,1,55400.17,0,Fair,2.3142028264534207
697,France,Male,42,9.0,132739.26,2,0,0,174667.65,0,Fair,0.7599533170567074
623,France,Male,27,4.0,120509.81,1,0,0,142170.44,0,Bad,0.8476432231622832
541,France,Male,46,4.0,124547.13,2,1,0,94499.06,0,Bad,1.3179721576066472
762,Germany,Male,34,4.0,88815.56,2,1,0,68562.26,1,Good,1.2954001224580405
655,Spain,Female,35,1.0,82231.51,2,1,0,88798.02,0,Fair,0.9260511664561889
602,Germany,Male,32,7.0,184715.86,2,1,0,113781.99,0,Bad,1.6234191368950392
850,Germany,Male,28,4.0,147972.19,1,1,0,60708.72,1,Good,2.4374124507978427
672,France,Male,52,8.0,170008.84,1,0,0,56407.42,1,Fair,3.0139446193426327
706,Spain,Female,42,8.0,95386.82,1,1,1,75732.25,0,Fair,1.2595270839041492
541,Germany,Male,51,7.0,90373.28,2,1,0,179861.79,0,Bad,0.5024595829942535
711,Germany,Male,34,4.0,133467.77,2,1,1,42976.64,0,Fair,3.105588757054995
531,France,Male,31,3.0,96288.26,1,1,0,56794.73,0,Bad,1.695373144656203
641,France,Female,26,4.0,91547.84,2,0,1,28157.34,0,Bad,3.251295754499537
631,Germany,Male,37,8.0,138292.64,2,0,0,152422.91,1,Bad,0.9072956289838582
702,Spain,Male,32,8.0,71667.74,1,1,1,126082.18,0,Fair,0.5684208505912574
708,Germany,Female,43,0.0,118994.84,1,1,0,181499.77,1,Fair,0.6556197839809935
654,Germany,Male,37,2.0,145610.07,2,0,0,186300.59,0,Fair,0.7815867357156518
596,France,Female,33,1.0,138162.81,1,1,0,85412.54,0,Bad,1.6175939739059395
815,Germany,Female,25,8.0,135161.67,1,1,1,136071.05,0,Good,0.9933168737949771
706,France,Male,32,6.0,94486.47,1,1,1,146949.74,0,Fair,0.642984941654201
850,France,Male,46,9.0,117640.39,1,1,0,88920.68,0,Good,1.3229812232654992
732,Spain,Female,33,8.0,111379.55,1,1,1,45098.62,0,Good,2.4696886512270217
580,Spain,Female,57,0.0,136820.99,1,0,1,108528.74,0,Bad,1.2606890119612555
593,France,Female,46,7.0,98752.51,1,1,0,145560.38,0,Bad,0.6784298721946177
653,Germany,Female,25,2.0,158266.42,3,1,1,199357.24,0,Fair,0.7938834827368197
746,France,Female,29,4.0,105599.67,1,1,1,43106.17,0,Good,2.449757656502538
684,Spain,Female,39,4.0,139723.9,1,1,1,120612.11,0,Fair,1.1584566425378016
793,France,Female,41,3.0,141806.46,1,1,0,102921.17,0,Good,1.3778162451903724
798,Germany,Female,49,5.0,132571.67,1,1,1,31686.33,1,Good,4.183875822791721
524,France,Male,40,2.0,180516.9,1,1,0,180002.42,0,Bad,1.0028581837955288
742,Germany,Female,41,4.0,92805.72,1,0,1,73743.95,1,Good,1.258485882570706
537,Germany,Male,39,3.0,135309.36,1,1,0,31728.86,1,Bad,4.264551578594377
774,France,Female,52,2.0,56580.93,1,1,0,113266.28,1,Good,0.49953905081017935
608,Germany,Male,42,8.0,131390.75,2,1,0,71178.09,0,Bad,1.8459437447675262
628,Germany,Female,61,1.0,97361.66,1,1,1,149922.38,1,Bad,0.6494137833190748
665,France,Female,34,5.0,67816.72,1,1,1,29641.58,0,Fair,2.2878915361461836
758,France,Male,51,8.0,81710.46,1,1,1,116520.07,0,Good,0.7012565303127607
621,France,Male,26,2.0,75237.54,1,0,1,44220.4,0,Bad,1.7014215158614574
764,Germany,Male,28,10.0,124023.18,1,1,0,166188.28,0,Good,0.7462811456981202
537,Germany,Female,46,5.0,100727.5,1,0,1,140857.76,1,Bad,0.7151008222763161
589,France,Female,46,10.0,107238.85,2,1,0,37024.28,0,Bad,2.8964466020676163
678,Germany,Female,51,1.0,145751.03,1,0,0,109718.44,1,Fair,1.328409609177819
607,Spain,Female,25,4.0,121166.89,1,0,1,115288.24,0,Bad,1.0509908903111018
637,France,Male,40,8.0,125470.81,1,1,1,174536.17,0,Bad,0.718881421541449
672,France,Female,53,9.0,169406.33,4,1,1,147311.47,1,Fair,1.1499873702977779
763,Spain,Female,32,10.0,95153.77,1,0,1,81310.1,0,Good,1.1702576924637897
516,Germany,Male,32,3.0,145166.09,2,0,0,111421.45,0,Bad,1.3028558684167186
700,France,Male,38,9.0,65962.63,1,1,1,100950.48,0,Fair,0.6534157143185452
727,Germany,Male,36,6.0,140418.81,1,1,1,113033.73,1,Good,1.242273523133316
689,Spain,Female,31,3.0,139799.63,1,0,1,120663.57,0,Fair,1.158590202494423
626,Germany,Male,49,9.0,171787.84,2,1,0,187192.23,0,Bad,0.9177081762421442
686,France,Male,38,6.0,149238.97,1,1,1,97825.23,0,Fair,1.5255672795249242
451,Germany,Female,38,9.0,61482.47,1,1,1,167538.66,0,Bad,0.36697482240815343
512,France,Female,41,8.0,145150.28,1,1,0,64869.32,1,Bad,2.237579798894146
774,France,Female,41,5.0,126670.37,1,1,0,102426.06,0,Good,1.2367006013899198
652,France,Female,40,8.0,84390.8,2,0,1,107876.2,0,Fair,0.7822930359059738
638,Germany,Male,37,2.0,89728.86,2,1,1,37294.88,0,Bad,2.405929714749049
567,Spain,Male,40,4.0,118628.8,1,0,0,91973.63,0,Bad,1.2898131779728603
850,France,Male,39,6.0,96863.13,1,1,1,121681.19,0,Good,0.7960402918479019
753,France,Female,38,6.0,142263.45,1,0,1,33730.43,0,Good,4.217658950686369
714,France,Male,28,6.0,122724.37,1,1,1,67057.27,0,Fair,1.830142652690752
696,Germany,Female,35,4.0,174902.26,1,1,0,69079.85,0,Fair,2.531885347174321
520,Germany,Female,31,3.0,108914.17,1,1,1,183572.39,1,Bad,0.5933036553045913
782,Spain,Male,23,10.0,98052.66,1,1,1,142587.32,0,Good,0.6876674587894632
666,France,Male,46,5.0,123873.19,1,1,1,177844.06,0,Fair,0.6965270023637562
466,Germany,Female,56,2.0,111920.13,3,1,0,197634.11,1,Bad,0.5662996635550412
614,France,Female,37,8.0,75150.34,4,0,1,131766.67,1,Bad,0.5703289003205438
691,Germany,Female,38,5.0,114753.76,1,1,0,107665.02,0,Fair,1.0658406973778483
476,France,Female,32,6.0,111871.93,1,0,0,112132.86,0,Bad,0.997673028227408
607,Germany,Female,37,4.0,135927.06,1,0,0,180890.4,0,Bad,0.7514332435552136
677,France,Male,46,2.0,57037.74,1,1,1,158531.01,0,Fair,0.35978916680086753
625,France,Female,52,2.0,79468.96,1,1,1,84606.03,0,Bad,0.939282460127251
679,Germany,Female,34,7.0,121063.85,1,1,0,56984.58,0,Fair,2.1245019266615635
734,France,Male,51,1.0,118537.47,1,1,1,116912.45,0,Good,1.0138994606647966
592,Germany,Female,26,4.0,105082.07,2,1,0,132801.57,0,Bad,0.7912712929523348
592,Germany,Male,36,2.0,104702.65,2,1,0,107948.72,0,Bad,0.9699295183861374
758,France,Female,50,2.0,95813.76,3,1,1,67944.09,1,Good,1.41018534503884
612,Spain,Female,62,0.0,167026.61,2,1,1,192892.05,0,Bad,0.8659071745051182
498,Germany,Male,61,7.0,102453.26,1,1,0,187247.56,1,Bad,0.5471540456922376
638,Germany,Male,25,4.0,148045.45,2,1,1,114722.42,0,Bad,1.2904665888324185
505,France,Male,34,10.0,104498.79,1,0,1,126451.14,0,Bad,0.8263965829015064
604,France,Male,26,8.0,149542.52,2,0,1,197911.52,0,Bad,0.7556029078044573
716,France,Female,29,10.0,87946.39,1,1,1,182531.74,0,Fair,0.48181423132217993
624,France,Female,45,3.0,68639.57,1,1,0,168002.31,1,Bad,0.40856325130291365
607,Germany,Male,47,4.0,148826.32,1,1,1,79450.61,0,Bad,1.8731929182167388
717,Germany,Female,35,5.0,103214.71,1,1,0,172172.7,0,Fair,0.5994835998970801
651,Germany,Male,40,1.0,134760.21,2,0,0,174434.06,1,Fair,0.77255674723159
573,France,Female,33,0.0,90124.64,1,1,0,137476.71,0,Bad,0.6555629677201325
584,Germany,Female,46,6.0,87361.02,2,1,0,120376.87,1,Bad,0.7257292866976854
550,Germany,Female,45,8.0,111257.59,1,0,0,97623.42,1,Bad,1.1396608518734541
611,France,Female,61,3.0,131583.59,4,0,1,66238.23,1,Bad,1.9865203221764833
549,Germany,Male,41,9.0,95020.8,3,1,1,131710.59,1,Bad,0.7214362945303032
668,Germany,Male,34,5.0,80242.37,2,0,0,56780.97,0,Fair,1.41319125051932
682,Spain,Female,59,0.0,122661.39,1,0,1,84803.76,0,Fair,1.4464145221862805
599,Spain,Female,46,7.0,81742.84,2,1,0,83282.21,0,Bad,0.9815162205709957
755,France,Male,38,9.0,148912.44,1,1,0,80416.16,0,Good,1.851772579043814
837,France,Male,26,4.0,89900.24,2,1,0,175477.03,0,Good,0.5123191337350536
727,Germany,Female,30,8.0,119027.28,2,1,1,137903.54,0,Good,0.8631198299913112
567,Germany,Female,40,2.0,105222.86,2,1,0,93795.86,0,Bad,1.1218284047931326
655,Spain,Male,34,1.0,116114.93,1,1,1,49492.15,0,Fair,2.3461282243749766
667,France,Female,38,6.0,144432.04,1,1,1,73963.17,1,Fair,1.9527562163709318
705,France,Female,50,4.0,77065.9,2,0,1,145159.26,0,Fair,0.5309058478253471
660,Germany,Female,29,6.0,180520.29,1,1,1,123850.58,0,Fair,1.4575651563359655
612,Germany,Female,47,6.0,130024.87,1,1,1,45750.21,1,Bad,2.842060615678048
641,Germany,Female,40,2.0,110086.69,1,1,0,159773.14,0,Bad,0.6890187549671991
513,Spain,Female,31,5.0,174853.46,1,1,0,84238.63,0,Bad,2.0756921141761207
680,France,Male,44,7.0,108724.98,1,0,1,72330.46,0,Fair,1.5031700337589444
711,France,Male,58,9.0,91285.13,2,1,1,26767.85,0,Fair,3.410252597799226
551,Germany,Male,54,5.0,102994.04,1,1,0,176680.16,1,Bad,0.582940608611629
645,Spain,Male,36,4.0,59893.85,2,1,0,43999.64,0,Bad,1.3612350010136447
616,Germany,Male,29,8.0,149318.55,1,1,0,140746.13,0,Bad,1.0609069677439797
582,France,Female,32,1.0,116409.55,1,0,1,152790.92,0,Bad,0.7618878792011986
656,France,Female,46,5.0,113402.14,2,1,1,138849.06,0,Fair,0.8167296199196451
778,France,Male,44,8.0,123863.64,1,1,0,144494.94,0,Good,0.8572178375242759
848,Spain,Male,22,7.0,120811.89,1,1,1,185510.34,0,Good,0.6512407340744457
634,Germany,Male,38,2.0,148430.55,1,1,1,56055.72,0,Bad,2.6479108644042033
505,Germany,Male,40,6.0,47869.69,2,1,1,155061.97,0,Bad,0.3087132841147317
692,Germany,Male,53,7.0,150926.99,2,0,0,119817.19,0,Fair,1.2596438791462226
633,France,Male,29,10.0,130206.28,1,1,0,184654.87,0,Bad,0.7051332033647421
550,Spain,Male,62,7.0,80927.56,1,0,1,64490.67,0,Bad,1.254872371460864
594,Germany,Male,28,0.0,142574.71,2,1,0,129084.82,0,Bad,1.104504077241615
643,Germany,Female,34,7.0,160426.07,1,0,1,188533.11,0,Bad,0.8509172208531436
657,France,Male,32,3.0,118829.03,2,1,1,73127.61,0,Fair,1.6249543776967412
814,France,Male,31,1.0,118870.92,1,1,0,101704.19,0,Good,1.1687907843324843
566,France,Male,42,3.0,108010.78,1,1,1,157486.1,0,Bad,0.6858432585478972
630,France,Male,26,7.0,129837.72,2,0,1,197001.15,0,Bad,0.6590708734441398
546,Germany,Female,58,3.0,106458.31,4,1,0,128881.87,1,Bad,0.8260146287449119
762,Spain,Male,35,9.0,122929.42,2,0,0,149822.04,0,Good,0.8205029113206574
692,Germany,Male,45,6.0,152296.83,4,0,1,108040.86,1,Fair,1.4096225261442752
603,France,Male,35,6.0,128993.76,2,1,0,130483.56,0,Bad,0.9885824696996312
627,Germany,Male,27,0.0,185267.45,2,1,1,77027.34,0,Bad,2.4052167710841372
567,Germany,Male,29,5.0,129750.68,1,1,0,109257.59,0,Bad,1.18756674021457
568,Germany,Female,29,2.0,129177.01,2,0,1,104617.99,0,Bad,1.2347494919372852
571,Germany,Male,25,6.0,82506.72,2,1,0,167705.07,0,Bad,0.49197510844484305
634,Germany,Male,48,2.0,107247.69,1,1,1,103712.05,1,Bad,1.0340909277176566
629,France,Male,35,1.0,172170.36,1,1,1,159777.37,0,Bad,1.0775641131156433
661,Spain,Female,42,9.0,75361.44,1,1,0,27608.12,1,Fair,2.7296838756134068
647,France,Female,29,0.0,98263.46,2,1,0,164717.95,0,Bad,0.596555870201153
712,Germany,Female,40,3.0,109308.79,2,1,0,120158.72,1,Fair,0.909703349037007
637,Spain,Female,22,5.0,98800.0,1,1,0,122865.55,0,Bad,0.8041310196389467
632,France,Male,27,4.0,193125.85,1,1,1,152665.85,0,Bad,1.2650232517619362
736,France,Male,27,5.0,51522.75,1,0,1,192131.77,0,Good,0.2681636150023497
755,France,Male,23,5.0,84284.48,2,1,1,62851.6,0,Good,1.3410077070432573
461,France,Male,51,9.0,119889.84,1,0,0,56767.67,1,Bad,2.1119387144126227
745,France,Male,21,4.0,137910.45,1,1,1,177235.23,0,Good,0.7781209751582685
587,France,Male,33,5.0,100116.82,1,1,0,34215.58,0,Bad,2.9260594150384125
850,Germany,Male,40,4.0,166082.15,2,0,1,44406.17,0,Good,3.740069229118386
532,France,Male,44,3.0,148595.55,1,1,0,74838.64,1,Bad,1.9855458356806055
850,Germany,Male,53,2.0,94078.97,2,1,0,36980.54,0,Good,2.5440128781245486
670,Germany,Male,40,2.0,164948.98,3,0,0,177028.0,1,Fair,0.9317677429559167
729,France,Female,62,4.0,140549.4,1,1,0,30990.16,1,Good,4.5352912021106055
767,France,Female,44,2.0,152509.25,1,1,1,136915.15,0,Good,1.1138960881976903
742,France,Female,28,2.0,191864.51,1,1,0,108457.99,1,Good,1.7690214432334583
669,France,Female,44,8.0,96418.09,1,0,0,131609.48,1,Fair,0.7326074838985762
542,Spain,Male,32,2.0,131945.94,1,0,1,159737.56,0,Bad,0.8260169993832384
612,Germany,Male,30,9.0,142910.15,1,1,0,105890.55,1,Bad,1.3496024904960828
584,France,Male,35,3.0,146311.58,1,1,1,105443.47,0,Bad,1.3875831286660045
524,France,Male,52,2.0,87894.26,1,1,0,173899.42,1,Bad,0.5054315879834446
614,France,Female,19,5.0,97445.49,2,1,0,122823.34,0,Bad,0.793379255115518
724,France,Male,34,2.0,154485.74,2,0,0,78560.64,0,Good,1.9664521572125684
601,France,Male,50,2.0,115625.07,1,1,0,185855.21,0,Bad,0.6221244483810813
804,France,Male,25,7.0,108396.67,1,1,0,128276.95,0,Good,0.8450206369889525
745,Germany,Male,38,5.0,65095.41,2,1,1,140197.42,0,Good,0.4643124673763611
667,Germany,Male,43,1.0,103018.45,1,1,0,32462.39,1,Fair,3.173470899708863
518,France,Female,38,10.0,84764.79,1,1,1,162253.9,0,Bad,0.5224206629239728
520,Spain,Female,35,4.0,115680.81,1,1,1,90280.7,0,Bad,1.281345957663155
673,Germany,Male,36,5.0,73088.06,2,0,0,196142.26,0,Fair,0.3726278059608368
850,Spain,Female,23,9.0,143054.85,1,0,1,62980.96,0,Good,2.27139837182539
530,Germany,Female,42,0.0,99948.45,1,0,1,97338.62,0,Bad,1.0268118656294902
508,France,Male,44,3.0,115451.05,2,0,0,67234.33,0,Bad,1.7171443517024712
558,Germany,Male,32,4.0,108235.91,1,1,1,143783.28,0,Bad,0.752771184521594
648,Spain,Male,42,2.0,98795.61,2,1,0,89123.99,0,Bad,1.108518705233013
628,Germany,Male,29,3.0,113146.98,2,0,1,124749.08,0,Bad,0.9069965085113253
597,Germany,Female,39,8.0,162532.14,3,1,0,36051.46,1,Bad,4.508337249032356
698,Spain,Female,40,0.0,92053.44,1,1,1,143681.83,0,Fair,0.640675581595808
633,Germany,Female,29,8.0,104944.1,1,1,1,97684.46,0,Bad,1.0743172455475518
622,France,Female,30,4.0,107879.04,1,0,1,196894.62,0,Bad,0.5479024261810709
655,Spain,Female,34,4.0,109783.69,2,1,0,134034.32,0,Fair,0.8190714885560653
696,France,Male,22,9.0,149777.0,1,1,1,198032.93,0,Fair,0.7563237083852671
637,France,Female,38,3.0,104339.56,1,0,0,119882.86,0,Bad,0.8703459360245492
630,Spain,Female,21,1.0,85818.18,1,1,1,133102.3,0,Bad,0.6447535467080584
634,Germany,Male,37,1.0,89696.84,2,1,1,193179.88,0,Bad,0.46431771258994464
565,Germany,Female,32,9.0,68067.24,1,1,0,143287.58,0,Bad,0.475039357912249
665,France,Female,55,8.0,136354.16,1,1,1,93769.89,0,Fair,1.454135863868455
649,France,Male,38,1.0,122214.0,1,0,1,88965.46,0,Fair,1.3737241396829736
788,France,Female,39,3.0,135139.33,1,0,1,113086.08,0,Good,1.195012949427551
569,Germany,Female,42,9.0,146100.75,1,1,0,32574.01,1,Bad,4.485193870819098
726,Spain,Female,56,8.0,123110.9,3,0,1,130113.78,1,Good,0.946178798279475
564,Germany,Female,44,3.0,111760.4,3,1,1,104722.47,1,Bad,1.067205538601219
453,Germany,Female,38,8.0,120623.21,1,1,0,129697.99,0,Bad,0.9300314522992993
471,France,Female,58,4.0,114713.57,1,1,1,36315.03,0,Bad,3.1588455248419183
754,Germany,Male,57,2.0,101134.87,2,1,1,70954.41,0,Good,1.4253500240506543
749,Germany,Male,46,10.0,78136.36,2,1,1,73470.98,0,Good,1.0634996293774768
623,Germany,Female,48,1.0,108076.33,1,1,0,118855.26,1,Bad,0.9093104503746827
571,France,Male,32,5.0,131354.25,1,1,0,125256.53,0,Bad,1.048681853153684
641,Germany,Female,37,7.0,62974.64,2,0,1,39016.43,0,Bad,1.614054386831394
551,Germany,Female,30,2.0,143340.44,1,1,0,145796.49,0,Bad,0.9831542583775509
741,Germany,Male,36,8.0,116993.43,2,1,0,168816.22,0,Good,0.6930224477245136
472,France,Male,31,4.0,58662.92,2,0,1,73322.0,0,Bad,0.8000725566678486
650,Spain,Male,41,3.0,128808.65,3,0,0,113677.53,1,Fair,1.1331056366196557
625,France,Male,45,7.0,137555.44,1,0,0,124607.7,0,Bad,1.103908024945489
649,France,Female,41,2.0,125785.23,1,1,1,70523.92,0,Fair,1.783582506474399
689,France,Male,22,4.0,136444.25,1,1,0,51980.25,1,Fair,2.624924851265625
694,Spain,Male,38,7.0,121527.4,1,1,0,113481.02,0,Fair,1.0709050729364258
655,Germany,Male,52,9.0,144696.75,1,1,1,49025.79,0,Fair,2.9514414760068117
401,Germany,Male,48,8.0,128140.17,1,1,0,175753.55,1,Bad,0.7290900809684926
704,France,Male,42,8.0,129735.3,2,1,1,179565.57,0,Fair,0.7224954093371018
698,Spain,Female,31,8.0,185078.26,1,0,0,115337.74,1,Fair,1.6046634865569587
492,France,Male,29,1.0,144591.96,1,1,1,196293.76,0,Bad,0.7366100685014133
719,Germany,Male,28,3.0,106070.29,2,1,1,183893.31,0,Good,0.5768034193304803
706,Germany,Female,47,6.0,120621.89,1,1,1,140803.7,0,Fair,0.8566670478119537
598,Germany,Female,27,10.0,171283.91,1,1,1,84136.12,0,Bad,2.035795209001794
580,Germany,Female,38,1.0,128218.47,1,1,0,125953.83,1,Bad,1.0179799216903527
714,Germany,Male,28,7.0,77776.39,1,1,0,177737.07,0,Fair,0.43759239420341517
758,Germany,Female,61,8.0,125397.21,1,1,0,182184.09,1,Good,0.6882994557867266
733,Germany,Male,38,9.0,111347.37,2,0,1,194872.97,0,Good,0.5713843741387017
778,Spain,Male,40,8.0,104291.41,2,1,1,117507.11,0,Good,0.8875327629111124
732,Germany,Female,61,9.0,94867.18,2,1,1,157527.6,1,Good,0.6022257686906929
597,France,Female,33,6.0,135703.59,2,0,0,74850.84,0,Bad,1.8129868682836425
821,Germany,Female,37,5.0,106453.53,2,0,1,127413.0,0,Good,0.83549975277248
640,France,Male,43,7.0,132412.38,1,0,0,69584.3,1,Bad,1.902905971605664
511,Germany,Female,40,9.0,124401.6,1,1,0,198814.24,1,Bad,0.6257177554283838
805,France,Male,46,6.0,118022.06,3,1,0,162643.15,1,Good,0.7256503578539889
540,Germany,Male,39,1.0,82531.11,1,1,0,114092.52,0,Bad,0.7233700333729153
705,Spain,Male,44,0.0,184552.12,1,1,0,68860.3,1,Fair,2.6800946263667162
627,Germany,Male,23,5.0,184244.86,1,1,0,103099.22,0,Bad,1.7870635684731657
646,France,Male,52,8.0,59669.43,1,0,0,172495.81,1,Bad,0.3459181414319571
515,France,Female,25,7.0,79543.59,1,0,1,38772.82,0,Bad,2.0515296540205226
697,France,Female,39,6.0,151553.19,1,1,1,44946.29,0,Fair,3.371873184638821
652,Germany,Male,27,2.0,166527.88,2,0,1,146007.7,0,Fair,1.1405417659479602
579,Germany,Male,28,6.0,150329.15,1,1,0,145558.42,0,Bad,1.0327753626344665
760,France,Male,43,8.0,121911.59,1,1,0,193312.33,0,Good,0.6306457016994208
769,France,Male,51,9.0,156773.78,2,1,0,40257.79,0,Good,3.894247051316031
498,Spain,Male,29,8.0,127864.26,1,1,1,46677.9,0,Bad,2.739289042566182
774,France,Male,53,4.0,113709.28,1,1,1,153887.93,1,Good,0.7389096727729069
705,Germany,Female,43,7.0,79974.55,1,1,1,103108.33,0,Fair,0.7756361682901857
705,France,Male,33,3.0,144427.96,2,1,0,113845.19,0,Fair,1.2686347135087568
654,France,Male,42,7.0,99263.09,1,1,1,67607.9,0,Fair,1.4682173237151281
624,France,Female,32,2.0,79368.87,2,1,1,145471.94,0,Bad,0.5455957348200622
758,France,Female,52,7.0,125095.94,1,1,0,171189.83,1,Good,0.7307439933785786
737,Germany,Female,40,2.0,162485.8,2,1,0,149381.32,0,Good,1.0877250247889092
694,Germany,Male,37,1.0,95668.82,2,1,0,100335.55,0,Fair,0.953488768437508
730,France,Female,34,5.0,74197.38,2,1,0,96875.52,0,Good,0.7659043275328999
622,France,Female,31,1.0,89688.94,1,1,1,152305.47,0,Bad,0.5888753700047674
714,Spain,Female,33,10.0,103121.33,2,1,1,49672.01,0,Fair,2.076045040255065
668,Germany,Female,59,5.0,120170.07,1,0,1,50454.8,0,Fair,2.3817371191640837
600,France,Male,40,1.0,141136.79,1,1,1,67803.83,0,Bad,2.081545983464356
704,France,Male,36,7.0,120026.98,2,0,1,100601.73,0,Fair,1.193090615837322
527,Spain,Male,33,9.0,132168.28,1,0,0,98734.15,0,Bad,1.3386278202627966
553,Germany,Male,43,6.0,85200.82,2,1,1,160574.09,0,Bad,0.5306012943931366
575,Spain,Male,53,1.0,84903.33,2,0,1,26015.8,0,Bad,3.2635294705525104
850,France,Male,30,9.0,121535.18,1,0,0,40313.47,0,Good,3.014753629494062
