0, 1, 2
19, 59, 9
19, 60, 2
19, 61, 1
19, 62, 9
19, 63, 7
19, 64, 6
19, 65, 9
19, 66, 3
19, 67, 8
19, 68, 4
19, 69, 2
19, 70, 9
19, 71, 9
19, 72, 8
19, 73, 9
19, 74, 1
19, 75, 5
19, 76, 9
19, 77, 7
19, 78, 10
19, 79, 2
19, 80, 9
19, 81, 5
19, 82, 8
19, 83, 6
19, 84, 2
19, 85, 6
19, 86, 2
19, 87, 6
19, 88, 9
19, 89, 7
19, 90, 7
19, 91, 9
19, 92, 7
19, 93, 10
19, 94, 2
19, 95, 6
19, 96, 5
19, 97, 1
19, 98, 2
19, 99, 7
20, 21, 1
20, 22, 6
20, 23, 10
20, 24, 7
20, 25, 9
20, 26, 2
20, 27, 3
20, 28, 6
20, 29, 2
20, 30, 3
20, 31, 3
20, 32, 3
20, 33, 9
20, 34, 8
20, 35, 2
20, 36, 7
20, 37, 4
20, 38, 5
20, 39, 4
20, 40, 9
20, 41, 9
20, 42, 2
20, 43, 7
20, 44, 9
20, 45, 6
20, 46, 10
20, 47, 7
20, 48, 6
20, 49, 5
20, 50, 3
20, 51, 6
20, 52, 6
20, 53, 7
20, 54, 10
20, 55, 4
20, 56, 7
20, 57, 5
20, 58, 1
20, 59, 9
20, 60, 5
20, 61, 4
20, 62, 1
20, 63, 3
20, 64, 10
20, 65, 3
20, 66, 9
20, 67, 3
20, 68, 1
20, 69, 7
20, 70, 4
20, 71, 3
20, 72, 7
20, 73, 4
20, 74, 6
20, 75, 10
20, 76, 8
20, 77, 3
20, 78, 10
20, 79, 3
20, 80, 7
20, 81, 2
20, 82, 4
20, 83, 4
20, 84, 10
20, 85, 9
20, 86, 8
20, 87, 7
20, 88, 10
20, 89, 2
20, 90, 7
20, 91, 8
20, 92, 9
20, 93, 8
20, 94, 6
20, 95, 3
20, 96, 6
20, 97, 4
20, 98, 10
20, 99, 4
21, 22, 1
21, 23, 1
21, 24, 5
21, 25, 10
21, 26, 1
21, 27, 4
21, 28, 9
21, 29, 1
21, 30, 8
21, 31, 8
21, 32, 3
21, 33, 3
21, 34, 8
21, 35, 2
21, 36, 7
21, 37, 2
21, 38, 4
21, 39, 10
21, 40, 1
21, 41, 4
21, 42, 3
21, 43, 3
21, 44, 4
21, 45, 5
21, 46, 6
21, 47, 3
21, 48, 3
21, 49, 6
21, 50, 2
21, 51, 6
21, 52, 9
21, 53, 6
21, 54, 9
21, 55, 4
21, 56, 8
21, 57, 4
21, 58, 7
21, 59, 10
21, 60, 4
21, 61, 9
21, 62, 9
21, 63, 1
21, 64, 8
21, 65, 6
21, 66, 9
21, 67, 7
21, 68, 3
21, 69, 3
21, 70, 10
21, 71, 7
21, 72, 8
21, 73, 4
21, 74, 9
21, 75, 4
21, 76, 9
21, 77, 7
21, 78, 8
21, 79, 9
21, 80, 1
21, 81, 3
21, 82, 9
21, 83, 1
21, 84, 7
21, 85, 1
21, 86, 4
21, 87, 1
21, 88, 10
21, 89, 4
21, 90, 10
21, 91, 9
21, 92, 2
21, 93, 4
21, 94, 7
21, 95, 1
21, 96, 5
21, 97, 4
21, 98, 8
21, 99, 3
22, 23, 7
22, 24, 4
22, 25, 1
22, 26, 4
22, 27, 1
22, 28, 2
22, 29, 4
22, 30, 4
22, 31, 2
22, 32, 6
22, 33, 7
22, 34, 1
22, 35, 9
22, 36, 5
22, 37, 10
22, 38, 10
22, 39, 6
22, 40, 1
22, 41, 2
22, 42, 4
22, 43, 5
22, 44, 9
22, 45, 4
22, 46, 4
22, 47, 3
22, 48, 2
22, 49, 3
22, 50, 6
22, 51, 7
22, 52, 7
22, 53, 6
22, 54, 7
22, 55, 9
22, 56, 2
22, 57, 3
22, 58, 3
22, 59, 1
22, 60, 6
22, 61, 8
22, 62, 5
22, 63, 9
22, 64, 5
22, 65, 2
22, 66, 1
22, 67, 8
22, 68, 3
22, 69, 5
22, 70, 4
22, 71, 9
22, 72, 10
22, 73, 4
22, 74, 5
22, 75, 7
22, 76, 6
22, 77, 9
22, 78, 6
22, 79, 9
22, 80, 5
22, 81, 2
22, 82, 6
22, 83, 2
22, 84, 1
22, 85, 3
22, 86, 5
22, 87, 3
22, 88, 9
22, 89, 10
22, 90, 10
22, 91, 7
22, 92, 8
22, 93, 4
22, 94, 7
22, 95, 1
22, 96, 3
22, 97, 3
22, 98, 6
22, 99, 1
23, 24, 5
23, 25, 10
23, 26, 8
23, 27, 1
23, 28, 7
23, 29, 6
23, 30, 10
23, 31, 4
23, 32, 8
23, 33, 4
23, 34, 4
23, 35, 6
23, 36, 2
23, 37, 1
23, 38, 8
23, 39, 5
23, 40, 4
23, 41, 4
23, 42, 10
23, 43, 7
23, 44, 3
23, 45, 9
23, 46, 8
23, 47, 4
23, 48, 7
23, 49, 5
23, 50, 5
23, 51, 6
23, 52, 9
23, 53, 1
23, 54, 2
23, 55, 5
23, 56, 6
23, 57, 9
23, 58, 5
23, 59, 8
23, 60, 10
23, 61, 10
23, 62, 9
23, 63, 4
23, 64, 1
23, 65, 5
23, 66, 4
23, 67, 9
23, 68, 6
23, 69, 7
23, 70, 3
23, 71, 3
23, 72, 1
23, 73, 4
23, 74, 9
23, 75, 8
23, 76, 8
23, 77, 4
23, 78, 8
23, 79, 9
23, 80, 5
23, 81, 6
23, 82, 9
23, 83, 8
23, 84, 10
23, 85, 1
23, 86, 10
23, 87, 7
23, 88, 5
23, 89, 1
23, 90, 1
23, 91, 7
23, 92, 4
23, 93, 3
23, 94, 9
23, 95, 5
23, 96, 7
23, 97, 7
23, 98, 5
23, 99, 9
24, 25, 6
24, 26, 2
24, 27, 5
24, 28, 6
24, 29, 5
24, 30, 10
24, 31, 7
24, 32, 7
24, 33, 7
24, 34, 9
24, 35, 4
24, 36, 6
24, 37, 3
24, 38, 2
24, 39, 10
24, 40, 8
24, 41, 6
24, 42, 10
24, 43, 4
24, 44, 5
24, 45, 6
24, 46, 8
24, 47, 10
24, 48, 4
24, 49, 5
24, 50, 9
24, 51, 9
24, 52, 1
24, 53, 3
24, 54, 9
24, 55, 7
24, 56, 2
24, 57, 3
24, 58, 9
24, 59, 5
24, 60, 9
24, 61, 4
24, 62, 10
24, 63, 2
24, 64, 7
24, 65, 6
24, 66, 3
24, 67, 4
24, 68, 2
24, 69, 3
24, 70, 6
24, 71, 5
24, 72, 8
24, 73, 6
24, 74, 8
24, 75, 5
24, 76, 9
24, 77, 1
24, 78, 6
24, 79, 7
24, 80, 4
24, 81, 3
24, 82, 7
24, 83, 2
24, 84, 4
24, 85, 7
24, 86, 9
24, 87, 10
24, 88, 6
24, 89, 3
24, 90, 7
24, 91, 7
24, 92, 6
24, 93, 2
24, 94, 10
24, 95, 7
24, 96, 3
24, 97, 5
24, 98, 8
24, 99, 8
25, 26, 3
25, 27, 6
25, 28, 8
25, 29, 7
25, 30, 3
25, 31, 4
25, 32, 10
25, 33, 9
25, 34, 10
25, 35, 8
25, 36, 10
25, 37, 4
25, 38, 5
25, 39, 8
25, 40, 4
25, 41, 7
25, 42, 10
25, 43, 3
25, 44, 1
25, 45, 3
25, 46, 3
25, 47, 3
25, 48, 5
25, 49, 10
25, 50, 8
25, 51, 6
25, 52, 7
25, 53, 7
25, 54, 4
25, 55, 3
25, 56, 4
25, 57, 2
25, 58, 6
25, 59, 6
25, 60, 4
25, 61, 10
25, 62, 2
25, 63, 3
25, 64, 1
25, 65, 2
25, 66, 4
25, 67, 10
25, 68, 3
25, 69, 8
25, 70, 7
25, 71, 9
25, 72, 4
25, 73, 5
25, 74, 7
25, 75, 8
25, 76, 3
25, 77, 5
25, 78, 6
25, 79, 9
25, 80, 8
25, 81, 7
25, 82, 2
25, 83, 5
25, 84, 1
25, 85, 2
25, 86, 6
25, 87, 2
25, 88, 4
25, 89, 8
25, 90, 4
25, 91, 1
25, 92, 3
25, 93, 2
25, 94, 9
25, 95, 1
25, 96, 1
25, 97, 6
25, 98, 8
25, 99, 4
26, 27, 2
26, 28, 9
26, 29, 7
26, 30, 6
26, 31, 2
26, 32, 4
26, 33, 2
26, 34, 9
26, 35, 8
26, 36, 4
26, 37, 5
26, 38, 5
26, 39, 7
26, 40, 1
26, 41, 8
26, 42, 9
26, 43, 8
26, 44, 6
26, 45, 4
26, 46, 8
26, 47, 5
26, 48, 8
26, 49, 4
26, 50, 4
26, 51, 9
26, 52, 5
26, 53, 1
26, 54, 8
26, 55, 9
26, 56, 9
26, 57, 10
26, 58, 7
26, 59, 7
26, 60, 10
26, 61, 10
26, 62, 4
26, 63, 1
26, 64, 1
26, 65, 4
26, 66, 10
26, 67, 9
26, 68, 4
26, 69, 1
26, 70, 4
26, 71, 9
26, 72, 8
26, 73, 7
26, 74, 6
26, 75, 8
26, 76, 4
26, 77, 9
26, 78, 10
26, 79, 1
26, 80, 9
26, 81, 9
26, 82, 4
26, 83, 4
26, 84, 6
26, 85, 5
26, 86, 7
26, 87, 9
26, 88, 9
26, 89, 8
26, 90, 3
26, 91, 1
26, 92, 7
26, 93, 4
26, 94, 9
26, 95, 6
26, 96, 9
26, 97, 9
26, 98, 10
26, 99, 7
27, 28, 6
27, 29, 8
27, 30, 7
27, 31, 2
27, 32, 1
27, 33, 1
27, 34, 3
27, 35, 1
27, 36, 10
27, 37, 3
27, 38, 8
27, 39, 1
27, 40, 8
27, 41, 10
27, 42, 6
27, 43, 6
27, 44, 6
27, 45, 2
27, 46, 9
27, 47, 7
27, 48, 10
27, 49, 3
27, 50, 3
27, 51, 1
27, 52, 2
27, 53, 3
27, 54, 4
27, 55, 9
27, 56, 8
27, 57, 1
27, 58, 6
27, 59, 4
27, 60, 10
27, 61, 2
27, 62, 9
27, 63, 6
27, 64, 4
27, 65, 8
27, 66, 7
27, 67, 8
27, 68, 10
27, 69, 2
27, 70, 6
27, 71, 6
27, 72, 9
27, 73, 5
27, 74, 6
27, 75, 1
27, 76, 3
27, 77, 9
27, 78, 2
27, 79, 10
27, 80, 1
27, 81, 7
27, 82, 10
27, 83, 4
27, 84, 6
27, 85, 1
27, 86, 7
27, 87, 5
27, 88, 10
27, 89, 9
27, 90, 4
27, 91, 10
27, 92, 10
27, 93, 7
27, 94, 8
27, 95, 2
27, 96, 6
27, 97, 2
27, 98, 4
27, 99, 9
28, 29, 3
28, 30, 6
28, 31, 3
28, 32, 9
28, 33, 7
28, 34, 5
28, 35, 7
28, 36, 9
28, 37, 1
28, 38, 2
28, 39, 3
28, 40, 10
28, 41, 2
28, 42, 3
28, 43, 8
28, 44, 9
28, 45, 10
28, 46, 2
28, 47, 10
28, 48, 2
28, 49, 6
28, 50, 10
28, 51, 3
28, 52, 3
28, 53, 7
28, 54, 5
28, 55, 9
28, 56, 9
28, 57, 6
28, 58, 1
28, 59, 8
28, 60, 7
28, 61, 5
28, 62, 8
28, 63, 6
28, 64, 6
28, 65, 5
28, 66, 9
28, 67, 8
28, 68, 5
28, 69, 4
28, 70, 4
28, 71, 1
28, 72, 8
28, 73, 9
28, 74, 4
28, 75, 6
28, 76, 8
28, 77, 8
28, 78, 2
28, 79, 3
28, 80, 9
28, 81, 9
28, 82, 4
28, 83, 2
28, 84, 6
28, 85, 8
28, 86, 8
28, 87, 3
28, 88, 1
28, 89, 3
28, 90, 10
28, 91, 2
28, 92, 9
28, 93, 8
28, 94, 9
28, 95, 1
28, 96, 9
28, 97, 5
28, 98, 2
28, 99, 2
29, 30, 3
29, 31, 10
29, 32, 1
29, 33, 8
29, 34, 7
29, 35, 6
29, 36, 6
29, 37, 5
29, 38, 2
29, 39, 2
29, 40, 10
29, 41, 5
29, 42, 5
29, 43, 6
29, 44, 10
29, 45, 10
29, 46, 3
29, 47, 6
29, 48, 9
29, 49, 1
29, 50, 1
29, 51, 5
29, 52, 8
29, 53, 3
29, 54, 6
29, 55, 1
29, 56, 8
29, 57, 10
29, 58, 6
29, 59, 7
29, 60, 8
29, 61, 8
29, 62, 7
29, 63, 8
29, 64, 5
29, 65, 3
29, 66, 5
29, 67, 6
29, 68, 7
29, 69, 9
29, 70, 5
29, 71, 2
29, 72, 4
29, 73, 9
29, 74, 1
29, 75, 1
29, 76, 2
29, 77, 8
29, 78, 8
29, 79, 3
29, 80, 6
29, 81, 1
29, 82, 9
29, 83, 7
29, 84, 3
29, 85, 5
29, 86, 5
29, 87, 10
29, 88, 9
29, 89, 2
29, 90, 2
29, 91, 10
29, 92, 1
29, 93, 9
29, 94, 10
29, 95, 9
29, 96, 9
29, 97, 10
29, 98, 8
29, 99, 1
30, 31, 9
30, 32, 10
30, 33, 1
30, 34, 3
30, 35, 9
30, 36, 6
30, 37, 5
30, 38, 1
30, 39, 10
30, 40, 1
30, 41, 8
30, 42, 7
30, 43, 4
30, 44, 6
30, 45, 1
30, 46, 4
30, 47, 4
30, 48, 3
30, 49, 2
30, 50, 4
30, 51, 6
30, 52, 9
30, 53, 8
30, 54, 8
30, 55, 5
30, 56, 6
30, 57, 4
30, 58, 1
30, 59, 9
30, 60, 4
30, 61, 1
30, 62, 3
30, 63, 7
30, 64, 8
30, 65, 5
30, 66, 1
30, 67, 7
30, 68, 9
30, 69, 10
30, 70, 9
30, 71, 1
30, 72, 9
30, 73, 2
30, 74, 4
30, 75, 8
30, 76, 1
30, 77, 8
30, 78, 6
30, 79, 6
30, 80, 5
30, 81, 10
30, 82, 7
30, 83, 4
30, 84, 9
30, 85, 1
30, 86, 3
30, 87, 6
30, 88, 2
30, 89, 10
30, 90, 2
30, 91, 3
30, 92, 2
30, 93, 2
30, 94, 7
30, 95, 8
30, 96, 7
30, 97, 7
30, 98, 9
30, 99, 2
31, 32, 1
31, 33, 10
31, 34, 3
31, 35, 1
31, 36, 2
31, 37, 5
31, 38, 8
31, 39, 10
31, 40, 2
31, 41, 3
31, 42, 9
31, 43, 6
31, 44, 9
31, 45, 9
31, 46, 3
31, 47, 1
31, 48, 10
31, 49, 1
31, 50, 5
31, 51, 7
31, 52, 7
31, 53, 2
31, 54, 9
31, 55, 10
31, 56, 9
31, 57, 2
31, 58, 4
31, 59, 6
31, 60, 4
31, 61, 6
31, 62, 8
31, 63, 7
31, 64, 7
31, 65, 9
31, 66, 6
31, 67, 2
31, 68, 4
31, 69, 6
31, 70, 6
31, 71, 2
31, 72, 3
31, 73, 7
31, 74, 4
31, 75, 9
31, 76, 9
31, 77, 6
31, 78, 1
31, 79, 9
31, 80, 6
31, 81, 5
31, 82, 3
31, 83, 3
31, 84, 3
31, 85, 10
31, 86, 1
31, 87, 9
31, 88, 4
31, 89, 3
31, 90, 8
31, 91, 9
31, 92, 7
31, 93, 3
31, 94, 4
31, 95, 7
31, 96, 6
31, 97, 1
31, 98, 4
31, 99, 1
32, 33, 9
32, 34, 6
32, 35, 7
32, 36, 9
32, 37, 5
32, 38, 4
32, 39, 3
32, 40, 5
32, 41, 7
32, 42, 9
32, 43, 5
32, 44, 4
32, 45, 10
32, 46, 6
32, 47, 8
32, 48, 6
32, 49, 1
32, 50, 9
32, 51, 6
32, 52, 4
32, 53, 10
32, 54, 10
32, 55, 4
32, 56, 5
32, 57, 1
32, 58, 10
32, 59, 8
32, 60, 7
32, 61, 6
32, 62, 6
32, 63, 1
32, 64, 9
32, 65, 9
32, 66, 6
32, 67, 4
32, 68, 9
32, 69, 3
32, 70, 9
32, 71, 10
32, 72, 8
32, 73, 10
32, 74, 10
32, 75, 5
32, 76, 5
32, 77, 2
32, 78, 1
32, 79, 10
32, 80, 9
32, 81, 2
32, 82, 10
32, 83, 7
32, 84, 6
32, 85, 9
32, 86, 5
32, 87, 4
32, 88, 2
32, 89, 6
32, 90, 1
32, 91, 8
32, 92, 8
32, 93, 2
32, 94, 2
32, 95, 3
32, 96, 2
32, 97, 4
32, 98, 7
32, 99, 4
33, 34, 4
33, 35, 5
33, 36, 8
33, 37, 2
33, 38, 8
33, 39, 10
33, 40, 3
33, 41, 3
33, 42, 4
33, 43, 10
33, 44, 3
33, 45, 1
33, 46, 7
33, 47, 7
33, 48, 4
33, 49, 8
33, 50, 6
33, 51, 1
33, 52, 10
33, 53, 8
33, 54, 4
33, 55, 1
33, 56, 10
33, 57, 4
33, 58, 7
33, 59, 4
33, 60, 10
33, 61, 7
33, 62, 3
33, 63, 8
33, 64, 4
33, 65, 7
33, 66, 5
33, 67, 2
33, 68, 1
33, 69, 8
33, 70, 10
33, 71, 6
33, 72, 6
33, 73, 6
33, 74, 2
33, 75, 2
33, 76, 8
33, 77, 3
33, 78, 10
33, 79, 1
33, 80, 8
33, 81, 4
33, 82, 7
33, 83, 3
33, 84, 2
33, 85, 5
33, 86, 6
33, 87, 3
33, 88, 4
33, 89, 9
33, 90, 5
33, 91, 8
33, 92, 10
33, 93, 7
33, 94, 8
33, 95, 2
33, 96, 8
33, 97, 6
33, 98, 6
33, 99, 7
34, 35, 3
34, 36, 2
34, 37, 10
34, 38, 4
34, 39, 5
34, 40, 4
34, 41, 4
34, 42, 8
34, 43, 9
34, 44, 9
34, 45, 2
34, 46, 1
34, 47, 2
34, 48, 10
34, 49, 3
34, 50, 6
34, 51, 4
34, 52, 6
34, 53, 6
34, 54, 9
34, 55, 7
34, 56, 9
34, 57, 10
34, 58, 3
34, 59, 10
34, 60, 1
34, 61, 4
34, 62, 8
34, 63, 9
34, 64, 6
34, 65, 10
34, 66, 5
34, 67, 2
34, 68, 9
34, 69, 1
34, 70, 8
34, 71, 6
34, 72, 10
34, 73, 10
34, 74, 5
34, 75, 2
34, 76, 1
34, 77, 10
34, 78, 1
34, 79, 7
34, 80, 2
34, 81, 8
34, 82, 6
34, 83, 10
34, 84, 6
34, 85, 2
34, 86, 8
34, 87, 1
34, 88, 4
34, 89, 6
34, 90, 3
34, 91, 4
34, 92, 5
34, 93, 6
34, 94, 9
34, 95, 6
34, 96, 10
34, 97, 9
34, 98, 1
34, 99, 2
35, 36, 1
35, 37, 3
35, 38, 5
35, 39, 4
35, 40, 4
35, 41, 10
35, 42, 5
35, 43, 1
35, 44, 6
35, 45, 2
35, 46, 1
35, 47, 3
35, 48, 4
35, 49, 1
35, 50, 4
35, 51, 2
35, 52, 1
35, 53, 4
35, 54, 9
35, 55, 10
35, 56, 7
35, 57, 6
35, 58, 10
35, 59, 7
35, 60, 8
35, 61, 4
35, 62, 5
35, 63, 9
35, 64, 3
35, 65, 2
35, 66, 7
35, 67, 10
35, 68, 5
35, 69, 6
35, 70, 8
35, 71, 5
35, 72, 2
35, 73, 4
35, 74, 3
35, 75, 7
35, 76, 10
35, 77, 7
35, 78, 5
35, 79, 3
35, 80, 8
35, 81, 1
35, 82, 8
35, 83, 5
35, 84, 8
35, 85, 8
35, 86, 1
35, 87, 1
35, 88, 2
35, 89, 4
35, 90, 4
35, 91, 6
35, 92, 3
35, 93, 6
35, 94, 9
35, 95, 7
35, 96, 10
35, 97, 3
35, 98, 1
35, 99, 5
36, 37, 3
36, 38, 2
36, 39, 6
36, 40, 5
36, 41, 7
36, 42, 2
36, 43, 2
36, 44, 4
36, 45, 1
36, 46, 7
36, 47, 5
36, 48, 10
36, 49, 4
36, 50, 8
36, 51, 6
36, 52, 6
36, 53, 7
36, 54, 3
36, 55, 10
36, 56, 6
36, 57, 10
36, 58, 9
36, 59, 6
36, 60, 3
36, 61, 8
36, 62, 2
36, 63, 3
36, 64, 5
36, 65, 3
36, 66, 4
36, 67, 5
36, 68, 3
36, 69, 10
36, 70, 9
36, 71, 4
36, 72, 7
36, 73, 4
36, 74, 10
36, 75, 8
36, 76, 3
36, 77, 5
36, 78, 7
36, 79, 10
36, 80, 10
36, 81, 9
36, 82, 1
36, 83, 8
36, 84, 4
36, 85, 8
36, 86, 5
36, 87, 7
36, 88, 6
36, 89, 10
36, 90, 3
36, 91, 1
36, 92, 7
36, 93, 1
36, 94, 4
36, 95, 2
36, 96, 3
36, 97, 1
36, 98, 1
36, 99, 4
37, 38, 7
37, 39, 9
37, 40, 7
37, 41, 6
37, 42, 1
37, 43, 1
37, 44, 3
37, 45, 1
37, 46, 1
37, 47, 9
37, 48, 1
37, 49, 5
37, 50, 3
37, 51, 7
37, 52, 6
37, 53, 7
37, 54, 10
37, 55, 2
37, 56, 2
37, 57, 9
37, 58, 6
37, 59, 4
37, 60, 5
37, 61, 7
37, 62, 3
37, 63, 9
37, 64, 6
37, 65, 3
37, 66, 7
37, 67, 8
37, 68, 2
37, 69, 1
37, 70, 10
37, 71, 8
37, 72, 6
37, 73, 10
37, 74, 3
37, 75, 10
37, 76, 8
37, 77, 6
37, 78, 4
37, 79, 9
37, 80, 3
37, 81, 10
37, 82, 5
37, 83, 6
37, 84, 9
37, 85, 3
37, 86, 5
37, 87, 2
37, 88, 2
37, 89, 2
37, 90, 3
37, 91, 6
37, 92, 8
37, 93, 10
37, 94, 8
37, 95, 6
37, 96, 6
37, 97, 2
37, 98, 2
37, 99, 3
38, 39, 6
38, 40, 9
38, 41, 3
38, 42, 2
38, 43, 4
38, 44, 9
38, 45, 5
38, 46, 9
38, 47, 3
38, 48, 3
38, 49, 1
38, 50, 2
38, 51, 4
38, 52, 9
38, 53, 6
38, 54, 3
38, 55, 1
38, 56, 9
38, 57, 10
38, 58, 10
38, 59, 4
38, 60, 10
38, 61, 4
38, 62, 6
38, 63, 5
38, 64, 1
38, 65, 6
38, 66, 6
38, 67, 3
38, 68, 1
38, 69, 4
38, 70, 1
38, 71, 10
38, 72, 1
38, 73, 6
38, 74, 8
38, 75, 6
38, 76, 5
38, 77, 8
38, 78, 8
38, 79, 8
38, 80, 1
38, 81, 3
38, 82, 9
38, 83, 8
38, 84, 4
38, 85, 6
38, 86, 10
38, 87, 10
38, 88, 9
38, 89, 1
38, 90, 6
38, 91, 1
38, 92, 4
38, 93, 4
38, 94, 8
38, 95, 4
38, 96, 1
38, 97, 2
38, 98, 1
38, 99, 7
39, 40, 8
39, 41, 3
39, 42, 9
39, 43, 5
39, 44, 10
39, 45, 10
39, 46, 3
39, 47, 1
39, 48, 4
39, 49, 6
39, 50, 1
39, 51, 2
39, 52, 8
39, 53, 4
39, 54, 1
39, 55, 4
39, 56, 9
39, 57, 6
39, 58, 1
39, 59, 6
39, 60, 4
39, 61, 4
39, 62, 5
39, 63, 7
39, 64, 6
39, 65, 9
39, 66, 8
39, 67, 6
39, 68, 2
39, 69, 8
39, 70, 5
39, 71, 7
39, 72, 8
39, 73, 7
39, 74, 3
39, 75, 8
39, 76, 4
39, 77, 3
39, 78, 2
39, 79, 6
39, 80, 5
39, 81, 6
39, 82, 4
39, 83, 3
39, 84, 2
39, 85, 10
39, 86, 10
39, 87, 1
39, 88, 7
39, 89, 6
39, 90, 2
39, 91, 5
39, 92, 8
39, 93, 3
39, 94, 1
39, 95, 4
39, 96, 5
39, 97, 4
39, 98, 8
39, 99, 9
40, 41, 10
40, 42, 1
40, 43, 5
40, 44, 7
40, 45, 10
40, 46, 5
40, 47, 9
40, 48, 1
40, 49, 3
40, 50, 1
40, 51, 5
40, 52, 2
40, 53, 7
40, 54, 9
40, 55, 8
40, 56, 6
40, 57, 8
40, 58, 3
40, 59, 7
40, 60, 9
40, 61, 2
40, 62, 5
40, 63, 3
40, 64, 1
40, 65, 3
40, 66, 3
40, 67, 10
40, 68, 6
40, 69, 1
40, 70, 4
40, 71, 7
40, 72, 5
40, 73, 7
40, 74, 4
40, 75, 4
40, 76, 6
40, 77, 8
40, 78, 1
40, 79, 8
40, 80, 3
40, 81, 3
40, 82, 4
40, 83, 6
40, 84, 4
40, 85, 10
40, 86, 1
40, 87, 7
40, 88, 7
40, 89, 5
40, 90, 4
40, 91, 10
40, 92, 10
40, 93, 4
40, 94, 2
40, 95, 4
40, 96, 6
40, 97, 8
40, 98, 10
40, 99, 9
41, 42, 3
41, 43, 9
41, 44, 3
41, 45, 7
41, 46, 3
41, 47, 10
41, 48, 5
41, 49, 2
41, 50, 1
41, 51, 2
41, 52, 10
41, 53, 10
41, 54, 3
41, 55, 10
41, 56, 9
41, 57, 1
41, 58, 2
41, 59, 5
41, 60, 8
41, 61, 9
41, 62, 3
41, 63, 1
41, 64, 1
41, 65, 4
41, 66, 1
41, 67, 1
41, 68, 9
41, 69, 3
41, 70, 4
41, 71, 10
41, 72, 1
41, 73, 1
41, 74, 1
41, 75, 6
41, 76, 6
41, 77, 10
41, 78, 2
41, 79, 7
41, 80, 4
41, 81, 6
41, 82, 4
41, 83, 10
41, 84, 10
41, 85, 9
41, 86, 2
41, 87, 3
41, 88, 2
41, 89, 2
41, 90, 1
41, 91, 1
41, 92, 5
41, 93, 5
41, 94, 9
41, 95, 8
41, 96, 10
41, 97, 8
41, 98, 9
41, 99, 10
42, 43, 10
42, 44, 5
42, 45, 8
42, 46, 3
42, 47, 5
42, 48, 3
42, 49, 2
42, 50, 9
42, 51, 10
42, 52, 3
42, 53, 3
42, 54, 7
42, 55, 2
42, 56, 2
42, 57, 10
42, 58, 9
42, 59, 3
42, 60, 3
42, 61, 9
42, 62, 1
42, 63, 9
42, 64, 6
42, 65, 8
42, 66, 6
42, 67, 9
42, 68, 3
42, 69, 5
42, 70, 1
42, 71, 3
42, 72, 5
42, 73, 10
42, 74, 6
42, 75, 9
42, 76, 9
42, 77, 5
42, 78, 7
42, 79, 3
42, 80, 8
42, 81, 8
42, 82, 10
42, 83, 4
42, 84, 3
42, 85, 6
42, 86, 6
42, 87, 9
42, 88, 4
42, 89, 9
42, 90, 10
42, 91, 2
42, 92, 10
42, 93, 1
42, 94, 4
42, 95, 6
42, 96, 6
42, 97, 10
42, 98, 9
42, 99, 8
43, 44, 10
43, 45, 5
43, 46, 10
43, 47, 6
43, 48, 2
43, 49, 5
43, 50, 10
43, 51, 6
43, 52, 8
43, 53, 8
43, 54, 10
43, 55, 10
43, 56, 1
43, 57, 1
43, 58, 3
43, 59, 4
43, 60, 5
43, 61, 3
43, 62, 9
43, 63, 5
43, 64, 2
43, 65, 6
43, 66, 8
43, 67, 10
43, 68, 1
43, 69, 2
43, 70, 4
43, 71, 7
43, 72, 2
43, 73, 4
43, 74, 5
43, 75, 8
43, 76, 3
43, 77, 5
43, 78, 8
43, 79, 4
43, 80, 4
43, 81, 6
43, 82, 2
43, 83, 10
43, 84, 10
43, 85, 10
43, 86, 3
43, 87, 4
43, 88, 9
43, 89, 9
43, 90, 2
43, 91, 1
43, 92, 7
43, 93, 8
43, 94, 8
43, 95, 8
43, 96, 5
43, 97, 10
43, 98, 6
43, 99, 10
44, 45, 6
44, 46, 10
44, 47, 2
44, 48, 3
44, 49, 1
44, 50, 6
44, 51, 5
44, 52, 6
44, 53, 9
44, 54, 7
44, 55, 8
44, 56, 2
44, 57, 7
44, 58, 4
44, 59, 10
44, 60, 1
44, 61, 3
44, 62, 6
44, 63, 6
44, 64, 9
44, 65, 9
44, 66, 9
44, 67, 5
44, 68, 1
44, 69, 7
44, 70, 1
44, 71, 3
44, 72, 9
44, 73, 3
44, 74, 9
44, 75, 4
44, 76, 7
44, 77, 7
44, 78, 6
44, 79, 3
44, 80, 8
44, 81, 3
44, 82, 2
44, 83, 2
44, 84, 4
44, 85, 2
44, 86, 8
44, 87, 10
44, 88, 9
44, 89, 2
44, 90, 4
44, 91, 1
44, 92, 6
44, 93, 1
44, 94, 2
44, 95, 6
44, 96, 4
44, 97, 7
44, 98, 5
44, 99, 3
45, 46, 6
45, 47, 6
45, 48, 9
45, 49, 1
45, 50, 4
45, 51, 10
45, 52, 8
45, 53, 8
45, 54, 7
45, 55, 6
45, 56, 7
45, 57, 4
45, 58, 10
45, 59, 4
45, 60, 3
45, 61, 10
45, 62, 9
45, 63, 6
45, 64, 5
45, 65, 5
45, 66, 1
45, 67, 3
45, 68, 9
45, 69, 7
45, 70, 7
45, 71, 10
45, 72, 2
45, 73, 10
45, 74, 4
45, 75, 7
45, 76, 6
45, 77, 8
45, 78, 10
